	CODI_VIA	TIPUS_VIA	NOM_OFICIAL	NOM_CURT	DESCRIPCIO	DATA_APROVACIO	NOMS_ANTERIORS	DISTRICTES
4473	701670	C	Carrer Sense Nom (Palamós-Sagaró)	SN (Palamós-Sagar)	Creu Casas i Sicart, nasqué a Barcelona, el 26 d'abril de 1913. Farmacèutica i biologa. Inicià la carrera de farmàcia el 1931, exercint a partir de 1937. El 1947 ingressà al laboratori de botànica de la facultat de farmàcia de la U.B.. Exercí com a professora adjunta de fanerogàmia des del 1949 fins al 1967, i agregada de fitogeografia a la facultat de biologia, fins al 1971, any en que guanyà la càtedra de botànica a la U.A.B. càrrec que exercí fins al 1983, continuant com a professora emèrita. Membre de ple dret de la secció de Ciències Biològiques de l'IEC, el 1978. Medalla Narcís Monturiol de la Generalitat de Catalunya, el 1983. Premi Fundació Catalana per la Recerca, el 2002 i el Premi Crítica Serra d'Or. Va morir a Sabadell, el 20 de maig del 2007.	14/11/2013		SANT MARTÍ (10)
4474	701671	Pl	Plaça de Terenci Moix	Pl Terenci Moix	Tecla Sala i Miralpeix, fabricant tèxtil, nasqué a Roda de Ter, el 26 d'abril de 1886. Orfe des dels cinc anys, visqué amb el seu oncle i la seva tia i quan van morir, heretà una indústria tèxtil que gestionava personalment des del vint-i-dos anys. Casada amb Joan Riera Sala, s'instal·laren a Barcelona. Tecla Sala va adquirir el 1913 uns grans edificis industrials a l'Hospitalet de Llobregat, que va transformar-los en una fàbrica de filatura de cotó. A la mort del seu marit, el 1926, ella va continuar amb la direcció. L'any 1939 i treballaven 1.200 persones. S'exilia amb la guerra civil. Quan va tornar va reprendre el lideratge empresarial i social amb nombroses obres i donacions. El 1954 fou nomenada filla adoptiva de l'Hospitalet, se li atorgà la medalla d'or de la ciutat i la dedicació d'un carrer. Va mori a Barcelona, el 2 de setembre de 1973, al seu domicili del carrer de Casp, 36.	14/11/2013		SANT MARTÍ (10)
4475	701673	Jard	Jardins d'Irene Polo	Jard Irene Polo	Joan Aleix i Antoni Brossa i Cuervo (Barcelona, 1919 - 1998). Poeta. Participà en la Guerra Civil i en aquella mateixa època començà a escriure per animar els companys del front. Aquests escrits van formar part del llibre Trenta Divisió (1950). El 1947 participà en la fundació de la revista Algol, precursora de Dau al Set, la qual creà juntament amb un grup de pintors. El 1941, l'amic i pintor Joan Prats li presentà el poeta Josep Vicenç Foix; així mateix, conegué Joan Miró. Els consells d'ambdós el van ajudar a millorar el seu estil com a escriptor sense deixar de banda el surrealisme. Publicà nombrosos llibres de poesia i prosa. Col·laborà amb diversos artistes: Antoni Tàpies, Joan Miró i Chillida, entre d'altres, els quals l'introduïren en el món de les arts plàstiques. Creà els poemes corporis, poemes amb forma d'escultura, que s'incorporaren als espais urbans de Barcelona. Rebé nombrosos premis i reconeixements.	30/01/2014		SANTS-MONTJUÏC (03)
4476	701674	Jard	Jardins de José Ignacio Urenda	Jard José I Urenda	"Joan Prats i Vallès, promotor artístic i editor, nasqué a Barcelona, el 19 de guerra.novembre de 1891, al carrer de Ferran, 29. Es va formar artísticament a l'Escola de la Llotja i al Cercle Artístic de Sant Lluc, on conegué al que seria el seu millor amic, Joan Miró. Durant la guerra civil participà en la organització de l'exposició L'Art Catalan, a París. Promogué l'art d'avantguarda organitzant nombroses exposicions. Autor de nombroses publicacions i editor de la revista Dau al Set.
Col·laborà en la creació de la fundació Joan Miró, a la qual va donar la seva col·lecció de l'artista. Va morir a Barcelona, el 14 d'octubre de 1970, al carrer d'Europa, 179. Després de la seva mort fou inaugurada, 1978, la Galeria Joan Prats, a la rambla de Catalunya."	30/01/2014		SANTS-MONTJUÏC (03)
4477	701675	Jard	Jardins de William Shakespeare	Jard William Shake	Emperadriu i comtessa de Barcelona. Nasqué a Braunschweig, Alemanya, el 28 d'agost de 1691. La princesa, de família protestant, es convertí al catolicisme, el 1707, per poder casar-se amb l'arxiduc Carles VI. Les esposalles tingueren lloc el  23 d'abril de 1708 a Klosterneuburg. Instal·lats a Barcelona, es casaren, l'1 d'agost de 1708 a l'església de Santa Maria del Mar. A la mort de l'emperador Josep I, el seu fill, Carles VI, abandonà Barcelona, deixant a la seva muller a Catalunya com a testimoni dels seus interessos a Espanya. Elisabet Cristina marxà de Barcelona cap a Viena, el març de 1713, ciutat on va morir el 21 de desembre de 1750.	30/01/2014		SARRIÀ-SANT GERVASI (05)
4478	701676	C	Carrer de Fèlix Amat	Fèlix Amat	Violant de Bar i de Valois, reina de Catalunya- Aragó, nasqué vers 1365 a França. Promesa amb l'infant Joan, duc de Girona i comte de Cervera, es casaren a Perpinyà el 1380. Tingueren set fills. El 1387 amb la mort del rei Pere III el Cerimoniós, ascendí al tron Joan I d'Aragó i Violant com a reina consort d'Aragó, de València, de Mallorca, de Sardenya i de Còrsega. Duquessa consort d'Atenes i de Neopàtria i comtessa consort de Barcelona, de Rosselló i de Cerdanya. El 1396 va morir el rei Joan. En morir sense descendència masculina (els seus fills barons havien mort), la corona corresponia al seu germà Martí. Violant no va participar en política fins a la mort del nou rei, sense descendència, el 1410. Infructuosament no aconseguí que fos elegit el seu nét Lluís de Calàbria. Ferran de Trastàmara guanyà el tron de la Corona d'Aragó el 1412 amb el Compromís de Casp. Violant retirada de la política s'establí al palau de Bellesguard, a Barcelona, on va morir el 3 de juliol de 1431.	29/07/2013		HORTA-GUINARDÓ (07)
4479	701677	C	Carrer de Joan B. Cendrós	Joan B. Cendrós	Can Rigal, masia del segle XVII, passà a ser propietat de Miquel de Rigalt el 1728. Enderrocada el 1741 començaren les obres de la nova construcció i la ordenació del seu entorn, amb jardins, arbrers fruiters, avingudes, fonts, cascades i estanys. Fou remodelada el 1837. Avui és tot un casal senyorívol.	05/07/2013		LES CORTS (04)
4480	701678	Av	Avinguda d'Arturo Mundet	Av Arturo Mundet	"Josep Antoni Coderch i de Sentmenat, arquitecte, nasqué a Barcelona el 26 de novembre de 1913. El 1941 obtingué el títol a l'Escola Tècnica Superior d'Arquitectura de Barcelona. El 1942, establí despatx propi amb Manuel Valls, obrint l'arquitectura catalana a les avantguardes internacionals en la matèria. Represetnà a Espanya al Congrés Internacional d'Arquitectes Moderns. Dissenyà el Pavelló d'Espanya per a la IX Triennal de Milà, obtenint un gran èxit. El 1965 fou nomenat professor de l'Escola d'Arquitectura de Barcelona. Fou reconegut com un pioner del renaixement de l'arquitectura espanyola de la postguerra. Els seus projectes foren mostra de la seva mestria artística.
Va morir a Espolla, el 6 de novembre de 1984."	14/11/2013		SANT MARTÍ (10)
4481	701679	Pl	Plaça d'Anna Gironella	Pl Anna Gironella	Santiago Pey i Estrany, dissenyador i pedagog, nasqué a Barcelona, el 14 d'agost de 1917, al carrer de les Magdalenes, 12. Autodidacta, començant amb una botiga de moble modern, s'introdueix en el camp de la decoració com a projectista i dissenyador d'interiors. L'any 1959 s'inicià en el disseny industrial amb la creació de nombrosos objectes. Dedicà la seva activitat a la difusió i la pedagocia del disseny industrial, publicant tractats sobre el tema. Vinculat a l'Escola Massana des del 1964, fou director de l'especialitat de disseny industrial i interiorisme, impartint classes de projectes, on es va vincular fins al 1973. Va donar cursos i conferències per tot l'Estat. Creà l'Enciclopèdia del bricolage, en cinc volums, col·laborant en l'edició i difusió de nombrosos vocabularis tècnics. Fou membre del FAD, el 1961. Va morir a Barcelona, el 3 d'abril del 2001, al carrer Gran de Gràcia, 213.	14/11/2013		SANT MARTÍ (10)
4482	701680	Pl	Plaça de Manuel Baldrich	Pl Manuel Baldrich	"Carrer situat al Consorci de la Zona Franca, dins la nova àrea anomenada ""BZ Barcelona Zona Innovació"". El vial amb la seva prolongació actual comença a l'avinguda 3 del Parc Logístic i finalitza a l'avinguda número 8. Xarxa viària segons la configuració del ""Pla de Millora Urbana del Sector BZ del Polígon de la Zona Franca""."	18/12/2013		SANTS-MONTJUÏC (03)
4483	701681	C	Carrer de Rosario Pi	Rosario Pi	"Carrer situat al Consorci de la Zona Franca, dins la nova àrea anomenada ""BZ Barcelona Zona Innovació"". El vial, que comença a l'avinguda 3 del Parc Logístic, es desplaça en arribar a l'avinguda 6, per continuar en una prolongació paral·lela, fins a l'avinguda número 8."	18/12/2013		SANTS-MONTJUÏC (03)
4484	701682	Jard	Jardins de Càndida Pérez	Jard Càndida Pérez	Parc de 4 hectàrees de superfície creat, en part, sobre un gran dipòsit de recollida d'aigües pluvials amb capacitat d'emmagatzemar 75.000 metres cúbics d'aigua. El parc es troba situat en l'indret on convergien nombrosos torrents que baixaven de la serra de Collserola. El més important era l'anomenada riera d'Horta.	29/07/2013		HORTA-GUINARDÓ (07)
4485	701683	Pl	Plaça del Mirall de Pedralbes	Pl Mirall Pedralbe	"Salvador Escamilla i Gómez, locutor i presentador dels mitjans audiovisuals, Cantant i actor de teatre, nasqué a Barcelona, Sarrià, el 14 de desembre de 1931. El 13 de gener de 1964 va començar i presentar a Radio Barcelona el programa Radioscope el qual va destacar dins del panorama radiofònic en català. El programa començava amb la frase ""Bon dia, Catalunya!"", programa que va fer durant trenta anys, punta de llança de la ràdio en català. Treballà en diverses emissores i el 1980 intervingué en la creació de Ràdio Televisió Cardedeu. Va doblar com a cantant a diversos personatges cinematogràfics. Enregistrà setze discos i el 1977 publicà les seves memòries mitnajant un llibre-casset.
Fou  dsitingit amb el Premi Ondas 1968, la Creu de Sant Jordi de la Generalitat de Catalunya el 1994 i la Medalla d'Honor de Barcelona el 2004.
Salvador Escamilla va mori a Barcelona el dia trenta de març del 2008."	25/04/2014		SARRIÀ-SANT GERVASI (05)
4486	701684	C	Carrer d'Hipàtia d'Alexandria	Hipàtia d'Alexandr		25/04/2014		SANTS-MONTJUÏC (03)
4487	701685	C	Carrer d'Olympe de Gouges	Olympe de Gouges	Elisava, brodadora, noble. (segle XII). Artista artesana de l'època del romànic. Brodà l'estendard  de Sant Ot, on figura una de les primeres signatures femenines conegudes, amb la inscripció Elis ava mef ecit. No se sap qui era Elisava, pregunta fins ara sense resposta. En algun escrit biogràfic se suposa que podria ser una abadessa. El pendó procedeix de la Seu d'Urgell i es pot admirar al Museu de la Indumentària de Barcelona.	03/06/2014		SANT MARTÍ (10)
4488	701686	Ptge	Passatge de Carmen de Burgos	Ptge Carmen de Bur	Xavier Llorenç i Feliu, associacionista, conseller i pedagog, nasqué a Pont de Suert, el 29 de juliol de 1914. Establert a Barcelona, el 1968 fundà la A.VV del Grup La Pau, del que fou president. L'any 1983 va crear l'Aula Pompeu Fabra, per l'ensenyament del català al barri de La Pau. Col·laborà amb la parròquia de Sant Ambrós, d'aquell barri, aconseguint nombroses subvencions oficials. Va crear, també, la cooperativa de consum COPAZ. Fou nomenat Conseller Municipal del Districte de Sant Martí, en les primeres legislatures de la democràcia. Xavier Llorenç va morir a Barcelona, el 13 de maig del 2002.	03/06/2014		SANT MARTÍ (10)
4489	701687	Jard	Jardins de les Sufragistes Catalanes	Jard Sufragistes C	"Dolors Vives i Rodon, aviadora republicana, nasqué a Valls, el 15 de novembre de 1908. Membre fundadora del Club d'Aviació Aero Popular. Obtingué una borsa d'estudis de pilot a l'escola Progreso al 1934. Realitzà les hores de vol necessàries per obtenir la llicència. Amb l'esclat de la guerra fou mobilitzada com alferes per decret de 1 d'octubre de 1936. Durant 3 mesos va recorre la costa catalana amb un hidroavió per vigilar els vaixells enemics. Fou integrada al Camp Canudas, treballant 12 hores diàries enregistrant els moviments aeris, conjuntament a la seva amiga, l'aviadora Pepa Colomer. Destinades a València tornaren a Barcelona, a on el 1938, com a conseqüència dels bombardejos franquistes contra l'aeròdrom del Prat, els Serveis d'Areonàutica passaren a la Generalitat, lloc on Dolors es dedicà a traduir documents de l'italià al català. Quan acabà la guerra es quedà per cuidar els pares. El seu pare patí represàlia atès que era d'esquerres i jutge municipal. 
Dolors Vives va morir a Barcelona, el 12 de juny del 2007, al carrer de Mallorca, 230."	17/09/2014		SANT MARTÍ (10)
4490	701688	C	Carrer de Palafrugell	Palafrugell	"Rosa Deulofeu i González, activista i catequista catòlica, nasqué a Barcelona, el 29 d'abril de 1959. Obtingué la diplomatura d'Administració i Relacions Públiques. L'any 1979 guanyà unes oposicions a ""La Caixa"" on va treballar de secretària de direcció. La seva fe en Déu la va reflectir en el seu servei envers els demès, destacant la seva vocació de servei a l'Església diocesana en l'evangelització dels joves. Cursà estudis bàsics de Biblia i teologia. Treballà en el camp de l'educació. Ocupà la presidència de la Fundació Pere Tarrés. Creà l'Escola de Pregària de joves a la Catedral, inicià el moviment d'Acció Catòlica General, el Moviment Cristà i el Directori de Pastoral de Joves. També realitzà la seva tasca catequista en programes de ràdio. Treballadora incansable va morir a Barcelona de greu malaltia, el 4 de gener del 2004."	17/09/2014		EIXAMPLE (02)
4491	701689	C	Carrer de Paulo Freire	Paulo Freire	"Masia del barri de Santa Eulàlia de Vilapicina, enderrocada vers 1970. Fou propietat de la família Armengol des del seu establiment, el 1679. Fou ocupada, en part, per l'empresa Belga Tranvías de Barcelona a San Andrés y Extensiones, com a resultat de l'expropiació l'any 1900, quan l'Ajuntament l'havia declarada com a obra d'interès públic. La distribució de la masia era la següent: una planta baixa amb ampli vestíbul on es guardaven les estries pròpies del conreu, una primera planta on hi havia el menjador i les cambres de dormir  i  sobre aquesta planta, les golfes.           
El nom de ""Xiringoi"" figura en la cartografia oficial de 1927. En diversos documents consta com ""Xiringall"" o ""Xirengoi""."	30/10/2014		NOU BARRIS (08)
4492	701690	Parc	Parc dels Garrofers	Parc Garrofers	Homenatge a les cent trenta-dues mil dones i nens que els nazis van registrar en el camp de concentració de Ravensbrück, el qual va entrar en funcionament el 15 de maig de 1939. Algunes de les presoneres ho foren dels països catalans, entre elles Neus Català. També van empresonar vint mil homes. En aquest camp van morir més de noranta-dues mil persones, fonamentalment gasificades i incinerades en els forns crematoris.	12/11/2014		LES CORTS (04)
4493	701691	Ctra	Carretera de Circumval·lació Tram 4	Ctra Circmv Tram 4	"Baltasar Porcel i Pujol, escriptor i periodista, nasqué a Andratx, Balears, el 14 de març de 1937. Escriptor prolífic en tots els camps: obres narratives i de teatre, llibres de viatge, reportatges i entrevistes. Premi Josep Pla el 1970, premi Prudenci Bertrana el 1975, el Sant Jordi el 1986 per l'obra Les primaveres i les tardors. Col·laborador a La Vanguardia, Última hora i Catalunya Ràdio.  Del 1989 al 2000 va presidir l'Institut Català de la Mediterrània, del que fou fundador. Continuà escrivint i específicament per cadascuna de diferents obres publicades, fou guardonat amb diversos premis: el Crexells, el Nacional de la Crítica, el Ramon Llull, Lletra d'Or i Crítica Serra d'Or. 
Baltasar Porcel va morir a Barcelona, l'1 de juliol del 2009."	28/01/2015		SARRIÀ-SANT GERVASI (05)
